NSN,rep_office,common_name,Description,Price,UI,AAC
7110016222363,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",415.22,EA,H
7110016222364,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",311.55,EA,H
7110016222365,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222369,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222371,Office Furniture,Executive Office Furniture,"Fabric upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",311.55,EA,H
7110016222372,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222373,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222377,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222378,Office Furniture,Executive Office Lounge Chair,"Leather upholstery, oak finish Transitional style easy chair.",949.5,EA,H
7110016222380,Office Furniture,Executive Office Chair,"Vinyl upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222381,Office Furniture,Executive Office Lounge Chair,"Leather upholstery, oak finish Transitional style easy chair.",915,EA,H
7110016222382,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style armless straight, guest, or side chair.",294.3,EA,H
7110016222383,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",360.19,EA,H
7110016222384,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",345.62,EA,H
7110016222385,Office Furniture,Straight Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222386,Office Furniture,Executive Office Lounge Chair,"Leather upholstery, oak finish Transitional style easy chair.",915,EA,H
7110016222387,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222388,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222389,Office Furniture,Executive Office Lounge Chair,"Leather upholstery, oak finish Transitional style easy chair.",915,EA,H
7110016222390,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222391,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222392,Office Furniture,Executive Office Lounge Chair,"Leather upholstery, oak finish Transitional style easy chair.",949.5,EA,H
7110016222393,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222394,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222395,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",360.19,EA,H
7110016222397,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Transitional style straight, guest, or side chair with closed arm design.",360.19,EA,H
7110016222398,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",360.19,EA,H
7110016222399,Office Furniture,Executive Office Lounge Chair,"Leather upholstery, oak finish Transitional style easy chair.",915,EA,H
7110016222403,Office Furniture,Executive Office Chair,"Fabric upholstery, oak finish Transitional style straight, guest, or side chair with closed arm design.",342.94,EA,H
7110016222829,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish Mid back traditional style office chair.",682.08,EA,H
7110016222830,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Low back traditional style office chair.,789.33,EA,H
7110016222831,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish Mid back traditional style office chair.",716.58,EA,H
7110016222832,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish Mid back traditional style office chair.",682.08,EA,H
7110016222833,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish Mid back traditional style office chair.",682.08,EA,H
7110016222834,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Low back traditional style office chair.,789.33,EA,H
7110016222835,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Low back traditional style office chair.",789.33,EA,H
7110016222836,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Low back traditional style office chair.,789.33,EA,H
7110016222837,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Mid back traditional style office chair.",682.08,EA,H
7110016222838,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Low back traditional style office chair.,789.33,EA,H
7110016222839,Office Furniture,Executive Office Chair,"Vinyl upholstery, walnut finish Low back traditional style office chair.",594.14,EA,H
7110016222840,Office Furniture,Executive Office Chair,"Vinyl upholstery, walnut finish Low back traditional style office chair.",576.89,EA,H
7110016222841,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish High back traditional style office chair.",697.76,EA,H
7110016222842,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish High back traditional style office chair.",697.76,EA,H
7110016222844,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Mid back traditional style office chair.,908.14,EA,H
7110016222845,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish High back traditional style office chair.",697.76,EA,H
7110016222846,Office Furniture,Executive Office Chair,"Vinyl upholstery, walnut finish Low back traditional style office chair.",576.31,EA,H
7110016222847,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Mid back traditional style office chair.,942.64,EA,H
7110016222848,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish High back traditional style office chair.",697.76,EA,H
7110016222849,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Low back traditional style office chair.",576.89,EA,H
7110016222850,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Mid back traditional style office chair.,908.14,EA,H
7110016222851,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Low back traditional style office chair.",576.89,EA,H
7110016222852,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish High back traditional style office chair.",697.76,EA,H
7110016222853,Office Furniture,Executive Office Chair,"This NSN replaces 7110014478415. Vinyl upholstery, mahogany finish Low back traditional style office chair.",576.89,EA,H
7110016222854,Office Furniture,Executive Office Chair,Leather upholstery; walnut finish. Mid back traditional style office chair.,908.14,EA,H
7110016222855,Office Furniture,Executive Office Chair,"Vinyl upholstery, mahogany finish Low back traditional style office chair.",594.14,EA,H
7110016222856,Office Furniture,Executive Office Chair,"Leather upholstery, mahogany finish Mid back traditional style office chair.",908.14,EA,H
7110016222857,Office Furniture,Executive Office Chair,"Vinyl upholstery, walnut finish Mid back traditional style office chair.",688.24,EA,H
7110016222858,Office Furniture,Executive Office Chair,"Vinyl upholstery, walnut finish Mid back traditional style office chair.",688.24,EA,H
7110016222859,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish Low back traditional style office chair.",570.73,EA,H
7110016222860,Office Furniture,Executive Office Chair,"Fabric upholstery, walnut finish Low back traditional style office chair.",570.73,EA,H
7110016222861,Office Furniture,Executive Office Chair,"Vinyl upholstery, walnut finish Mid back traditional style office chair.",688.24,EA,H
7110016222862,Office Furniture,Executive Office Chair,"Fabric upholstery, mahogany finish Low back traditional style office chair.",570.73,EA,H
